Source ID *,Question ID *,Question type *,Question *,Option A,Option B,Option C,Option D,Option E,Options F...,Correct Answer *,Correct Answer 2,Correct Answer 3,Hint 1,Hint 2,Hint 3,Hint 4,Hint 5,Hint 6+
Exercise_5_-_Statistics,a2d95c506ced483d8e27e3514a15793e,single_selection,Which one of these is the formula for finding the area of a triangle?,A= $$lb$$,A= $$\frac{c}{b}$$,A= $$\frac{bh}{2}$$,$$A=L^2$$,,,A= $$\frac{bh}{2}$$,,,,,,,,
Exercise_5_-_Statistics,d7e94d56f90445d1808f70f834198b73,single_selection,A circle has a radius of 3.5m. What will its diameter be?,3.5m,7.0m,14.0m,35.0m,,,7.0m,,,,,,,,
Exercise_5_-_Statistics,59685220d60b4645b1fb2ad42b5090cb,single_selection,"Select the correct options.

Find the Volume of a cuboid of sides 15m by 10m by 2m.",$$30m^3$$,20 $$m^3$$,150 $$m^3$$,$$300m^3$$,,,$$300m^3$$,,,,,,,,
Exercise_5_-_Statistics,ea35f8c8eec54d93986fb09b3f22eb15,single_selection,"Select the correct options. 

Which of the following is the net of a cube. ![](exerciseimages/9891e178c537ca50cd763f1ea9d179ae.png)",A,B,C,D,,,B,,,,,,,,
Exercise_5_-_Statistics,ca168681df864da3a27edbba51968c32,single_selection,Given the area of the rectangle ABCD is $$40m^2.$$ Find the area of the triangle ABC.,$$4m^2$$,$$10m^2$$,$$20m^2$$,$$30m^2$$,,,$$20m^2$$,,,,,,,,
Exercise_5_-_Statistics,d9dcf8e43ab14586b23d840b18df5e59,single_selection,"Select the correct options

The diameter of a circular tray is 28cm. Find the radius of the tray.",3.14cm,14.00cm,28.00cm,56.00cm,,,14.00cm,,,,,,,,
Exercise_5_-_Mixtures,98033eefe16e4c139ac59fb5e8bd9c92,single_selection,What is the formula of magnesium nitride?,MgN,$$Mg_2N_2$$,$$Mg_2N_3$$,$$Mg_3N_2$$,,,$$Mg_3N_2$$,,,,,,,,
Exercise_5_-_Mixtures,07e95d98af644cde8502c29f3084cbf1,single_selection,What is the valency of sulphur in $$Al_2S_3$$ ?,2,3,5,6,,,2,,,,,,,,
Exercise_5_-_Mixtures,7f8c74e76ccc455d838beae458434b3c,single_selection,What is the chemical name of the compound $$Na_4C$$ ?,Sodium Carbide,Sodium Chloride,Sodium Carbonate,Sodium Carbonite,,,Sodium Carbide,,,,,,,,
Exercise_5_-_Mixtures,2e69d258289444a29dcd69348bf893b4,single_selection,What is the chemical formula of Beryllium fluoride?,BeF,$$BeF_2$$,BaF,$$BaF_2$$,,,$$BeF_2$$,,,,,,,,
Exercise_5_-_Mixtures,ef0c39f9364046b887f345d67bed473d,single_selection,Which is the chemical formula of sodium hydroxide?,NaOH,$$Na_2OH$$,$$Na\left(OH\right)_2$$,$$Na_2\left(OH\right)_2$$,,,NaOH,,,,,,,,
Exercise_5_-_Mixtures,5b97a00e77e04efe87ea5d5efb74b84e,single_selection,What is the correct chemical formula of potassium sulphide?,KS,$$K_2S$$,$$KS_2$$,$$KSO_4$$,,,$$KS_2$$,,,,,,,,
Exercise_5_-_Mixtures,6aa687275f1147afa93c9b761a2b0a58,single_selection,Non-reactive metals are preferred in making ornaments and jewellery because they,are attractive,don't react with atmospheric oxygen,don't retain lustre,are corrosive,,,don't react with atmospheric oxygen,,,,,,,,
Exercise_5_-_Mixtures,c9cd7c18f2a74ba7a2d4268f91c73372,single_selection,What is the name of $$MgCl_2$$,Magnesium Chloride,Magnesium Chlorate,Manganese Chloride,Manganese Chlorate,,,Magnesium Chloride,,,,,,,,
Exercise_5_-_Mixtures,29a1a909990b4c2398fe41be9153941c,single_selection,The property of metal that allows it to be drawn into wire is called,Ductility,Maleability,Sonorous,Lustre,,,Ductility,,,,,,,,
Exercise_5_-_Mixtures,999309a9215546d3a85b69ee400ed916,single_selection,Which is the correct chemical formula of aluminum oxide?,AlO,$$Al_3O_2$$,$$Al_2O_3$$,$$Al_2O_2$$,,,$$Al_2O_3$$,,,,,,,,
Exercise_5_-_Mixtures,ada5e8747ebd4523b7f0b117a7ecd2b1,single_selection,Which of the following elements is brittle?,Sodium,Lead,Magnesium,Sulphur,,,Sulphur,,,,,,,,
Exercise_5_-_Mixtures,ba9fcd081bc84fac846633921cc81b1e,single_selection,What is the valency of oxygen?,1,2,3,6,,,2,,,,,,,,
Exercise_5_-_Mixtures,500af3be2a3045429d38dc28ce17db54,single_selection,Which of the following elements exist in the liquid state at room temperature?,Lead,Gold,Mercury,Sodium,,,Mercury,,,,,,,,
Exercise_5_-_Mixtures,961f6b5f7f914b8c89ffb71f19a2ab56,single_selection,What is the valency of magnesium?,1,2,3,4,,,2,,,,,,,,
Exercise_5_-_Mixtures,39792dd6fb9641d7be426f31ddf4ba0d,single_selection,"Iron, gold and zinc are metals. Which of the following is a correct description of their properties?",They are soft,They have low density,They are poor conductors of heat,They are good conductors of electricity,,,They are good conductors of electricity,,,,,,,,
Exercise_5_-_Mixtures,aa6bc782f67442008ec1e5f0bde2ca6a,single_selection,Compounds are held together by covalent bonds.,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Mixtures,4f33694a8513483cb6e66fce5debf421,single_selection,Non metals are ductile and shiny.,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Mixtures,e3dafc456a73432fba29392c1684b7a7,single_selection,Which of the following is formed when an atom loses electron?,Negative ion,Neutral ion,Positive ion,Neutral ion,,,Positive ion,,,,,,,,
Exercise_5_-_Mixtures,c02678e4b03544b7bf0531a203c46af0,single_selection,Which of the following is an element?,Brass,Copper,Magnesium Oxide,Water,,,Copper,,,,,,,,
Exercise_5_-_Mixtures,a3907ccc2079481e94ba89bc5cc7b3c2,single_selection,Formation of a compound is accompanied by heat.,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Mixtures,a68241f5edfc43d292eaafe1031bd4bd,single_selection,The ability of a material to be beaten into different shapes is called malleability.,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Mixtures,77c86148e1c0420ba87973382f228662,single_selection,Which of the following shells in an atom has the lowest energy?,K,L,M,N,,,K,,,,,,,,
Exercise_5_-_Mixtures,7ae5c485d21f4acaba7ea1e306f5879a,single_selection,Which of the following substances has a different physical state from the others under ordinary conditions?,Aluminium,Iron,Mercury,Zinc,,,Mercury,,,,,,,,
Exercise_5_-_Mixtures,0fd1cc6ecc194e7bbd3d52302a31b6e9,single_selection,All compounds have high melting points.,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Mixtures,371426a3d64f4f428ba6702c039b064f,single_selection,All metals are sonorous.,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Mixtures,b30b05b4accd4a4f8dfa430327925b09,single_selection,Which of the following is formed when an atom gains electron?,Anion,Cation,Neutral ion,Radical,,,Anion,,,,,,,,
Exercise_5_-_Mixtures,e4280ed7dcc04db8bfb1061deab0783a,single_selection,Which of the following substances is a mixture?,Carbon Dioxide,Sugar Solution,Sodium Chloride,Sulphur Dioxide,,,Sugar Solution,,,,,,,,
Exercise_5_-_Mixtures,6577e1aa46a24f30bc8ef1d07daf31b5,single_selection,Compounds have similar physical properties as the component elements.,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Mixtures,31750d7327224a379190c73dc03c13de,single_selection,Diamond is a non metal and therefore has low melting.,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Mixtures,021b8ac2f9454a92a0ebf904637ae35d,single_selection,"An atom has 4 protons and 5 neutrons in its nucleus, how many electrons are present in the atom?",3,4,5,9,,,4,,,,,,,,
Exercise_5_-_Mixtures,f4f10bb8c8bc427bb5f9aceb2ec9503b,single_selection,The chemical symbol for potassium is,K,P,Pb,Po,,,K,,,,,,,,
Exercise_5_-_Mixtures,c270be3671084aaabb2fb80bf687efae,single_selection,Compounds have fixed ratio of component elements.,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Mixtures,aafe73b51c76447f8de3e0694454004c,single_selection,Metals conduct electricity due to free electrons.,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Mixtures,e92c7a432cec4bcb9b8664ce067321e6,single_selection,Which of the following particles can be found in the nucleus of an atom?,Electron and protons,Electron and shells,Neutrons and electrons,Neutrons and protons,,,Neutrons and protons,,,,,,,,
Exercise_5_-_Mixtures,57631a1f26a94e858cd45bd087bb9e60,single_selection,Which of the following is made up of the same kind of atoms?,A compound,A mixture,An element,A solution,,,An element,,,,,,,,
Exercise_5_-_Mixtures,23929364c0014ad585e5e0d6bfe90168,single_selection,They are separated by ……………………………. means.,Constituents,Bonds,Atoms,Chemical,,,Chemical,,,,,,,,
Exercise_5_-_Mixtures,cd393c83753b468abb948f09ea54831b,single_selection,Metals exist as solids at room temperature except ……………………………….,Metals,Heat,Mercury,Electricity,,,Mercury,,,,,,,,
Exercise_5_-_Mixtures,33fc48a21ed146dd8217274334ae1053,multiple_selection,Cations have excess ---------- over ---------------------,Electrons,Protons,Neutrons,Nucleus,,,Electrons,Protons,,,,,,,
Exercise_5_-_Mixtures,2d26a3b2768b4a5d9112e5be6048d395,single_selection,Matter is made up of ----------------- and impure substances.,Chemically,Physically,"Name, Symbol",Pure,,,Pure,,,,,,,,
Exercise_5_-_Mixtures,e9555e50872a4134b2bd2e4c8bb86a14,single_selection,Their properties are different from …………………………. elements.,Constituents,Fixed,Unique,Chemical,,,Constituents,,,,,,,,
Exercise_5_-_Mixtures,ebf3d78367be4238a865e98c03f66317,multiple_selection,Metals are good conductors of ……………………….. and …………………………,Heat,Electricity,Mercury,Loss,,,Heat,Electricity,,,,,,,
Exercise_5_-_Mixtures,a431af9f21b34265bccbdfdcdd841605,multiple_selection,Anions have excess ------------ over ------------------,Electrons,Neutrons,Protons,Nucleus,,,Electrons,Protons,,,,,,,
Exercise_5_-_Mixtures,cf279ad5d697478cace35c62f1a4a64f,single_selection,Brass contains copper and zinc ------------------ combined,Physically,"Name, Symbol",Chemically,Pure,,,Physically,,,,,,,,
Exercise_5_-_Mixtures,1f98f7d426a04bf5a0ebed1f0ddf5b3d,single_selection,They have ……………………… boiling point.,Constituents,Fixed,Unique,Chemical,,,Fixed,,,,,,,,
Exercise_5_-_Mixtures,6aacbf54b341494da7dae404cf1b103f,multiple_selection,Metals have …………………. Density while non metal have ……………… density,Heat,High,Loss,Low,,,High,Low,,,,,,,
Exercise_5_-_Mixtures,62d442b6a0974f0884d8c0725112d321,single_selection,The nucleus is positively charged because it contains ---------- which is positively charge and -------------- which is neutral.,Electron,Proton,Neutron,K,,,K,,,,,,,,
Exercise_5_-_Mixtures,326dd71b61b14a85aac38e6fd3baa6e7,single_selection,Compounds have ----------------------- atoms joined together by a -------------------,"Name, Symbol",Physically,Pure,"Different, bond",,,"Different, bond",,,,,,,,
Exercise_5_-_Mixtures,c5bc65b025b0440ca99f72c894dfba3d,single_selection,They have a ………………….. chemical formula.,Atoms,Constituents,Unique,Fixed,,,Unique,,,,,,,,
Exercise_5_-_Mixtures,c139a57c46c24512a49d1a3a7038f7f4,multiple_selection,Metal readily ………………………. electrons while non metals readily ………………….. electrons,Loss,Mercury,Gain,High,,,Loss,Gain,,,,,,,
Exercise_5_-_Mixtures,2e095ac077c54752a4f1225afd025389,multiple_selection,The nucleus is positively charged because it contains ---------- which is positively charge and -------------- which is neutral.,Proton,K,Neutron,Electron,,,Proton,Neutron,,,,,,,
Exercise_5_-_Mixtures,d0d610e698e847a68d491206e65feeff,single_selection,Elements have unique ----------------- and ---------------------------,"Simpler, chemical means or method","Name, Symbol","Different, bond",Pure,,,"Name, Symbol",,,,,,,,
Exercise_5_-_Mixtures,ed5d0af3961c46ca87549e4fd62b6b30,multiple_selection,"Select the right options. 

Compounds are substances made up of two or more different ……………….. held together by a …………………….",Atoms,Unique,Bonds,Fixed,,,Atoms,Bonds,,,,,,,
Exercise_5_-_Mixtures,4d7869125e484d5896a1523e54681ff4,single_selection,"Select the correct options. 

Most elements in the periodic table are …………………………….",Loss,Gain,Mercury,Metals,,,Metals,,,,,,,,
Exercise_5_-_Mixtures,f50b7ff105db48a599a3b0ad0e3ec1e5,single_selection,"Select the correct options.

Atoms have ----------- in the middle of it.",Proton,Nucleus,Electron,Neutron,,,Nucleus,,,,,,,,
Exercise_5_-_Mixtures,2ef4348dd4844be88a589b9fe57967d0,single_selection,"Select the correct options. 

Elements cannot be split up into anything --------------- by ------------------","Different, bond",Pure,"Simpler, chemical means or method",Physically,,,"Simpler, chemical means or method",,,,,,,,
Exercise_5_-_Mixtures,f61725af0d834562a0e29fd7cc3be3d3,single_selection,"Select the correct options. 

Elements cannot be split up into anything --------------- by ------------------","Different, bond",Pure,"Simpler, chemical means or method",Physically,,,"Simpler, chemical means or method",,,,,,,,
Exercise_5_-_Mixtures,23f85cfd82b145038732dfdb890b144b,single_selection,Which of the following processes can be used to obtain local gin from palm wine?,Condensation,Distillation,Filtration,Evaporation,,,Distillation,,,,,,,,
Exercise_5_-_Mixtures,80e43269fe9f43479a0766a57f1acd6c,single_selection,Smoke is an example of a mixture of,Gases,Liquid in Gases,Solid in Gases,Liquids,,,Solid in Gases,,,,,,,,
Exercise_5_-_Mixtures,1cf543c3d8694e26b63f2b6c02a4ca60,single_selection,Which of the following mixture can be separated by filtration?,Oil in Water,Salt in Water,Sand in Water,Sugar in Water,,,Sand in Water,,,,,,,,
Exercise_5_-_Mixtures,c83889cc781441679214c1b867084df8,single_selection,The process by which hot saturated solution is cooled to obtain some of the solute is called,Condensation,Crystallization,Evaporation,Distillation,,,Crystallization,,,,,,,,
Exercise_5_-_Mixtures,e8174e2e69b94636acaa8b1299c1285c,single_selection,Which of the following methods will be most suitable for separating a mixture of iron filling and sulphur powder?,Decanting,Distillation,Evaporation,Magnetization,,,Magnetization,,,,,,,,
Exercise_5_-_Mixtures,2383aca74567495ebd0144691fa2e611,single_selection,The substances in a mixture can be present in any proportion by mass.,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Mixtures,4a4ff8ea0feb4e0f99ad218da3941c89,single_selection,Properties of a mixture are the average of the properties of the components.,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Mixtures,bf7dc81b26404fd49df6802d51b98b24,single_selection,Heat is lost or absorbed in forming a mixture.,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Mixtures,0bfd9d105c47479f8bceafdc9052a7b4,single_selection,Mixtures are separated into its components by physical means.,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Mixtures,19ba7b0972214f15ba5fa580b49b26d5,single_selection,Mixtures have fixed boiling and melting points.,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Mixtures,8d44dd6da1fe43ad9f176468e4459fa4,single_selection,Mixtures have melting points ……………. from the melting point of component elements.,Physically,Retain,Different,Separated,,,Different,,,,,,,,
Exercise_5_-_Mixtures,1d1eea64e5914343a21d423afb68a296,single_selection,Rocks contain a …………………. of minerals.,Mixture,Separated,Retain,Physically,,,Mixture,,,,,,,,
Exercise_5_-_Mixtures,745e7921fe714661b2cfc5392544ec2c,single_selection,Mixtures are ……………………….. by physical means into its components.,Retain,Physically,Different,Separated,,,Separated,,,,,,,,
Exercise_5_-_Mixtures,ade7074b20be42b1940e2872c7c54bb2,single_selection,Component elements in a mixture ………………………. their properties.,Retain,Separated,Different,Physically,,,Retain,,,,,,,,
Exercise_5_-_Mixtures,3e10ebfcaa274c449b0d6a7ff2934102,single_selection,Mixtures are made up of two or more different substances …………………… combined.,Retain,Separated,Physically,Chemically,,,Physically,,,,,,,,
Exercise_5_-_Properties_of_polygons,7de0356cbce34b6f835f2c90c3dd9c42,single_selection,Number of members in neither A nor B is 50.,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Properties_of_polygons,0ba5f36c2e3c4dd5ad524b8612d1e8c1,single_selection,Number of members in A or B or both is 45,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Properties_of_polygons,dcaca917c15445f3b1b6d30cf7ddaa1f,single_selection,Y’ $$\cap$$ Y = y,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Properties_of_polygons,767921cb93ab4d499d6d5894ce6d0562,single_selection,Number of members in both A and B is 35,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Properties_of_polygons,55fb26c3686a48eeb11bec4c025f7d99,single_selection,X’ $$\cup$$ X = $$\bigcup$$,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Properties_of_polygons,ec25425f998d40e19b32557dddf593e8,single_selection,Number of members in B but not A is 15,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Properties_of_polygons,07b60198a18f4879938a053d0d37f191,single_selection,X’ $$\cup$$ Y’ = (X $$\cap$$ Y)’,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Properties_of_polygons,9f5b7c1950254d6dbe98c04817f23cf6,single_selection,"![](exerciseimages/6c5229949257db8ef14d1bacdf032d59.png) 
Number of members in A but not B is 20.",TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Properties_of_polygons,3612473a9d6d4f60b6fba85faf18f572,single_selection,X' $$\cap$$ X = X,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Properties_of_polygons,00d90ba585d94958bcc7855155a04b15,single_selection,$$\left(a-1\right)^2$$ is equal to (a-1) (a-1),TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Properties_of_polygons,e841792c72004c9ebf4c49f398af966f,single_selection,"If a = -3, then b = 9",TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Properties_of_polygons,66938771617e446c99daf85dd5146d9a,single_selection,How many subsets has U?,1,2,3,4,,,4,,,,,,,,
Exercise_5_-_Properties_of_polygons,dee43362c067464dbd894ff311486e31,single_selection,X’ $$\cap$$ Y’ =(X $$\cap$$ Y),TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Properties_of_polygons,bb87afe181c74aeda9c7e529dafc6b32,single_selection,(X +2y)(x-3) and (x-2y)(x+3) gives the same product.,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Properties_of_polygons,33e69e07455a411192f4f50b12704fdc,single_selection,"If a = 3, then b = 0",TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Properties_of_polygons,56bae5fcfc7144ba8e1daace9423dab1,single_selection,"Given that U = {2,4}, use this information to answer question 9 and 10. 

Which of the subsets of U is also a subset of all other sets.",{},{2},{4},"{2,4}",,,{},,,,,,,,
